ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,_year
13733090,JJ130321,01/28/2025 3:30:00 PM,076XX S RACINE AVE,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,612,6,17,71,08A,1169643,1854247,2025,05/17/2025 3:40:52 PM,41.75555424,-87.65386795,"(41.755554244, -87.653867946)",2025
13909076,JJ344224,07/22/2025 12:40:00 PM,011XX W THORNDALE AVE,560,ASSAULT,SIMPLE,TAVERN / LIQUOR STORE,TRUE,FALSE,2433,24,48,77,08A,1167566,1939682,2025,03/14/2026 3:41:39 PM,41.99003945,-87.65901997,"(41.990039445, -87.659019968)",2025
13101860,JG295014,06/09/2023 8:23:00 PM,008XX S KOLMAR AVE,1507,PROSTITUTION,SOLICIT OFF PUBLIC WAY,STREET,TRUE,FALSE,1131,11,24,26,16,1146144,1895827,2023,08/19/2023 3:40:26 PM,41.87013303,-87.73893301,"(41.870133029, -87.738933006)",2023
13701134,JH553823,12/24/2024 5:38:00 AM,043XX N KIMBALL AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,CONVENIENCE STORE,FALSE,FALSE,1723,17,33,16,7,1152935,1928827,2024,11/02/2025 3:41:09 PM,41.96055619,-87.71312483,"(41.96055619, -87.71312483)",2024
13967696,JJ415709,09/15/2025 3:20:00 PM,004XX S WESTERN AVE,312,ROBBERY,ARMED - KNIFE / CUTTING INSTRUMENT,CTA TRAIN,TRUE,FALSE,1135,11,28,28,3,1160478,1897788,2025,03/14/2026 3:41:39 PM,41.87522977,-87.68625398,"(41.875229772, -87.686253982)",2025
13533923,JH352516,07/18/2024 7:33:00 PM,047XX W AUGUSTA BLVD,2025,NARCOTICS,POSSESS - HALLUCINOGENS,STREET,TRUE,FALSE,1111,11,37,25,18,1144565,1906236,2024,05/17/2025 3:40:52 PM,41.89872642,-87.74446784,"(41.898726416, -87.744467842)",2024
13693839,JH544800,12/16/2024 11:01:00 AM,029XX S DR MARTIN LUTHER KING JR DR,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,VEHICLE NON-COMMERCIAL,TRUE,FALSE,133,1,4,35,18,1179389,1885691,2024,11/02/2025 3:41:09 PM,41.84162265,-87.61719144,"(41.841622651, -87.617191438)",2024
13128592,JG326882,07/04/2023 3:50:00 AM,042XX W JACKSON BLVD,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,FALSE,TRUE,1115,11,28,26,04A,1148264,1898351,2023,08/19/2023 3:40:26 PM,41.87701863,-87.73108474,"(41.877018633, -87.731084735)",2023
12519581,JE418945,10/22/2021 4:27:00 PM,013XX W TOUHY AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,FALSE,2423,24,49,1,08A,1165943,1947967,2021,10/29/2021 3:40:43 PM,42.01280857,-87.66475169,"(42.012808566, -87.664751692)",2021
13042428,JG223612,04/14/2023 5:25:00 PM,039XX W 63RD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,GAS STATION,FALSE,FALSE,823,8,13,65,14,1151287,1862539,2023,08/19/2023 3:40:26 PM,41.77868698,-87.72092242,"(41.778686977, -87.720922418)",2023
12572525,JE483286,12/20/2021 2:44:00 AM,062XX N FAIRFIELD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,2413,24,50,2,08B,1156870,1941285,2021,12/27/2021 3:41:40 PM,41.9946625,-87.69831823,"(41.994662503, -87.698318226)",2021
13403355,JH194152,03/19/2024 2:01:00 PM,064XX S DR MARTIN LUTHER KING JR DR,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,312,3,20,69,14,1180028,1862378,2024,12/21/2024 3:40:46 PM,41.77763519,-87.61556106,"(41.777635185, -87.615561058)",2024
12956450,JG121006,01/18/2023 3:00:00 PM,008XX E 49TH ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,223,2,4,39,6,1182798,1872706,2023,08/19/2023 3:40:26 PM,41.80591221,-87.60508559,"(41.805912213, -87.605085586)",2023
13625795,JH462384,10/09/2024 6:36:00 PM,038XX W 111TH ST,810,THEFT,OVER $500,RESTAURANT,FALSE,FALSE,2211,22,19,74,6,1152670,1830712,2024,05/17/2025 3:40:52 PM,41.69132095,-87.71668817,"(41.691320951, -87.716688171)",2024
13063530,JG249135,05/05/2023 1:00:00 PM,037XX S ELLIS AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,FALSE,FALSE,212,2,4,36,26,1182216,1880471,2023,08/19/2023 3:40:26 PM,41.82723347,-87.60697939,"(41.82723347, -87.606979388)",2023
13789257,JJ197783,03/15/2025 3:20:00 PM,061XX N LINCOLN AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,1711,17,50,13,6,1152804,1941021,2025,03/14/2026 3:41:39 PM,41.99401984,-87.71328195,"(41.994019837, -87.713281946)",2025
13350099,JH130457,01/07/2024 8:55:00 AM,061XX N WESTERN AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,DRUG STORE,FALSE,FALSE,2413,24,40,2,11,1159208,1940733,2024,12/21/2024 3:40:46 PM,41.9930999,-87.68973324,"(41.993099897, -87.689733236)",2024
13528217,JH345506,07/13/2024 5:36:00 PM,015XX S CENTRAL PARK AVE,143B,WEAPONS VIOLATION,UNLAWFUL POSSESSION - OTHER FIREARM,VEHICLE NON-COMMERCIAL,TRUE,FALSE,1014,10,24,29,15,1152626,1892136,2024,05/17/2025 3:40:52 PM,41.85987887,-87.71523296,"(41.859878874, -87.715232958)",2024
13927205,JJ366000,08/07/2025 4:00:00 PM,0000X W 95TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,CTA STATION,TRUE,FALSE,511,5,9,49,14,1177703,1841947,2025,03/14/2026 3:41:39 PM,41.72162305,-87.62470134,"(41.721623049, -87.624701342)",2025
12930472,JF519743,12/21/2022 11:30:00 PM,047XX W WABANSIA AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,FALSE,FALSE,2533,25,37,25,3,1144520,1910881,2022,11/15/2023 3:41:31 PM,41.91147365,-87.74451602,"(41.911473649, -87.744516018)",2022
13410960,JH203005,03/27/2024 9:34:00 AM,016XX N LUNA AVE,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST / OBSTRUCT / DISARM OFFICER,STREET,TRUE,FALSE,2532,25,37,25,24,1139156,1910308,2024,12/21/2024 3:40:46 PM,41.91000063,-87.76423588,"(41.910000628, -87.764235875)",2024
12324123,JE179695,03/25/2021 6:12:00 PM,040XX W VAN BUREN ST,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,TRUE,FALSE,1132,11,28,26,18,1149538,1897718,2021,04/01/2021 3:41:18 PM,41.87525698,-87.72642338,"(41.875256983, -87.726423378)",2021
13841775,JJ262110,05/16/2025 4:00:00 PM,068XX S NORMAL BLVD,560,ASSAULT,SIMPLE,SCHOOL - PUBLIC GROUNDS,FALSE,FALSE,722,7,6,68,08A,1174130,1859520,2025,03/14/2026 3:41:39 PM,41.76992556,-87.63726788,"(41.769925563, -87.637267875)",2025
12393657,JE264929,06/13/2021 4:20:00 PM,039XX W VAN BUREN ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,FALSE,FALSE,1132,11,28,26,04A,1150123,1897732,2021,06/20/2021 3:40:38 PM,41.87528403,-87.72427511,"(41.87528403, -87.724275108)",2021
12653383,JF187082,03/26/2022 8:30:00 AM,072XX S PHILLIPS AVE,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,334,3,7,43,6,1193757,1857396,2022,01/03/2023 3:40:27 PM,41.76363874,-87.56539432,"(41.763638744, -87.565394321)",2022
12700408,JF244062,05/16/2022 9:15:00 AM,015XX N LECLAIRE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,2533,25,37,25,08B,1142092,1909755,2022,01/03/2023 3:40:27 PM,41.90842917,-87.75346379,"(41.908429173, -87.753463788)",2022
12431186,JE310804,07/22/2021 11:00:00 PM,007XX W LAKE ST,430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,FALSE,FALSE,1224,12,27,28,04B,1171164,1901677,2021,07/29/2021 3:42:20 PM,41.88567369,-87.64690524,"(41.885673685, -87.646905235)",2021
13355148,JH136053,01/31/2024 9:00:00 PM,006XX W BRIAR PL,820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,FALSE,FALSE,1934,19,44,6,6,1171438,1921163,2024,12/21/2024 3:40:46 PM,41.93913827,-87.64532506,"(41.939138269, -87.645325062)",2024
12316792,JE170665,03/07/2021 12:00:00 PM,020XX N KARLOV AVE,1753,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,APARTMENT,FALSE,TRUE,2525,25,35,20,2,1148719,1913304,2021,03/18/2021 3:41:17 PM,41.91804246,-87.72902738,"(41.918042456, -87.729027375)",2021
12421654,JE299405,07/12/2021 7:37:00 PM,022XX S WENTWORTH AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,FALSE,FALSE,914,9,25,34,26,1175327,1889337,2021,07/19/2021 3:40:10 PM,41.85171953,-87.63198824,"(41.851719525, -87.631988243)",2021
13846473,JJ268070,05/25/2025 3:28:00 AM,007XX S ALBANY AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,TRUE,FALSE,1134,11,28,27,15,1155811,1896709,2025,03/14/2026 3:41:39 PM,41.87236416,-87.70341848,"(41.872364156, -87.703418476)",2025
13299844,JG531141,12/06/2023 4:27:00 PM,0000X S WHIPPLE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1124,11,28,27,08B,1156165,1899698,2023,12/14/2023 3:41:01 PM,41.88055914,-87.70203807,"(41.880559137, -87.702038065)",2023
13497199,JH308290,06/16/2024 10:25:00 AM,001XX N PEORIA ST,460,BATTERY,SIMPLE,HOTEL / MOTEL,FALSE,FALSE,1224,12,27,28,08B,1170382,1901372,2024,05/17/2025 3:40:52 PM,41.88485387,-87.6497858,"(41.884853874, -87.649785797)",2024
13067878,JG253771,05/09/2023 11:27:00 AM,045XX N MOZART ST,430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,TRUE,FALSE,1724,17,33,14,04B,1156562,1929949,2023,08/19/2023 3:40:26 PM,41.96356221,-87.69975962,"(41.963562212, -87.699759624)",2023
13825408,JJ242077,05/03/2025 3:00:00 PM,021XX N NARRAGANSETT AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2512,25,36,19,6,1133404,1913467,2025,03/14/2026 3:41:39 PM,41.9187721,-87.78529261,"(41.918772095, -87.785292607)",2025
13000662,JG173928,03/04/2023 4:00:00 PM,035XX S LAKE PARK AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,TRUE,212,2,4,36,14,1181946,1881746,2023,08/19/2023 3:40:26 PM,41.83073842,-87.60793047,"(41.83073842, -87.607930466)",2023
12265577,JE108062,01/06/2021 6:00:00 PM,067XX S OGLESBY AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,FALSE,FALSE,331,3,5,43,11,1192930,1860661,2021,01/16/2021 3:39:23 PM,41.77261837,-87.56831896,"(41.772618367, -87.568318955)",2021
12302825,JE154092,02/27/2021 1:59:00 PM,070XX S ASHLAND AVE,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,735,7,17,67,6,1166898,1857970,2021,03/06/2021 3:40:35 PM,41.76582971,-87.66382152,"(41.765829712, -87.663821515)",2021
13062877,JG248390,05/04/2023 9:39:00 PM,037XX W LEXINGTON ST,041A,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,TRUE,FALSE,1133,11,24,27,04B,1151709,1896448,2023,03/15/2024 3:41:18 PM,41.87172956,-87.71848567,"(41.871729561, -87.71848567)",2023
13569704,JH394956,08/20/2024 7:30:00 AM,048XX W FULLERTON AVE,860,THEFT,RETAIL THEFT,CONVENIENCE STORE,TRUE,FALSE,2522,25,31,19,6,1143780,1915524,2024,05/17/2025 3:40:52 PM,41.92422843,-87.74711798,"(41.924228431, -87.747117979)",2024
13549327,JH365577,07/28/2024 4:45:00 PM,075XX N WESTERN AVE,484,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",CTA BUS,FALSE,FALSE,2411,24,49,2,08B,1159016,1949911,2024,05/17/2025 3:40:52 PM,42.01828858,-87.69018587,"(42.018288584, -87.690185872)",2024
13661637,JH504692,08/26/2024 8:00:00 AM,041XX N CLARENDON AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1915,19,46,3,6,1170179,1927580,2024,05/17/2025 3:40:52 PM,41.95677439,-87.6497641,"(41.956774392, -87.649764097)",2024
12924874,JF512804,12/16/2022 1:00:00 PM,067XX S GREEN ST,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,TRUE,723,7,6,68,6,1171800,1860108,2022,01/03/2023 3:40:27 PM,41.77159053,-87.6457914,"(41.771590534, -87.645791404)",2022
13910676,JJ346245,07/23/2025 6:29:00 PM,015XX N CENTRAL AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,2531,25,29,25,6,1138712,1909741,2025,03/14/2026 3:41:39 PM,41.90845279,-87.76588076,"(41.908452786, -87.765880756)",2025
12637648,JF168451,03/07/2022 5:01:00 PM,044XX S WENTWORTH AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,925,9,3,37,7,1175671,1875653,2022,01/03/2023 3:40:27 PM,41.81416179,-87.63113624,"(41.814161793, -87.631136236)",2022
12347536,JE208094,04/23/2021 4:00:00 PM,068XX S MORGAN ST,485,BATTERY,AGGRAVATED OF A CHILD,RESIDENCE,TRUE,TRUE,724,7,6,68,04B,1170822,1859534,2021,04/30/2021 3:40:23 PM,41.77003681,-87.64939315,"(41.770036806, -87.649393152)",2021
13310995,JG544980,12/17/2023 7:54:00 PM,016XX S ST LOUIS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1021,10,24,29,14,1153308,1891509,2023,12/25/2023 3:40:48 PM,41.85814481,-87.71274615,"(41.858144813, -87.712746145)",2023
13304616,JG537287,12/10/2023 2:30:00 PM,043XX S LA SALLE ST,820,THEFT,$500 AND UNDER,CTA BUS,FALSE,FALSE,215,2,20,37,6,1176133,1876292,2023,12/18/2023 3:41:21 PM,41.81590489,-87.62942239,"(41.815904894, -87.629422386)",2023
13234210,JG452428,10/05/2023 6:30:00 PM,111XX S VINCENNES AVE,460,BATTERY,SIMPLE,GAS STATION,FALSE,FALSE,2234,22,21,75,08B,1166985,1830593,2023,10/13/2023 3:41:35 PM,41.69070123,-87.66428259,"(41.690701233, -87.664282585)",2023
12825262,JF393461,09/12/2022 4:00:00 PM,040XX W POTOMAC AVE,430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE,FALSE,TRUE,2534,25,37,23,04B,1149226,1908358,2022,01/03/2023 3:40:27 PM,41.90446033,-87.72729301,"(41.904460334, -87.727293012)",2022
13758178,JJ160780,02/24/2025 9:05:00 PM,011XX S CLARK ST,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,123,1,34,32,6,1175696,1895352,2025,11/02/2025 3:41:09 PM,41.86821682,-87.6304532,"(41.86821682, -87.6304532)",2025
13016690,JG187527,03/16/2023 8:30:00 AM,042XX S ARCHER AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,FALSE,FALSE,921,9,15,58,7,1156955,1876483,2023,08/19/2023 3:40:26 PM,41.81683858,-87.69976615,"(41.81683858, -87.699766152)",2023
12309778,JE162338,03/07/2021 11:40:00 PM,084XX S DREXEL AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,TRUE,FALSE,632,6,8,44,15,1183693,1849258,2021,03/14/2021 3:40:53 PM,41.74154787,-87.60253388,"(41.741547865, -87.602533876)",2021
13233854,JG452004,10/05/2023 1:45:00 PM,021XX S FAIRFIELD AVE,430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,TRUE,FALSE,1023,10,25,30,04B,1158364,1889551,2023,10/13/2023 3:41:35 PM,41.85267007,-87.6942409,"(41.852670072, -87.6942409)",2023
12758215,JF313968,07/11/2022 11:00:00 AM,027XX W 64TH ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,FALSE,FALSE,825,8,17,66,15,1159015,1862067,2022,01/03/2023 3:40:27 PM,41.77723722,-87.69260367,"(41.777237222, -87.692603668)",2022
12904543,JF488790,11/26/2022 10:30:00 PM,056XX N RIDGE AVE,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,FALSE,FALSE,2013,20,48,77,6,1167084,1937517,2022,01/03/2023 3:40:27 PM,41.98410903,-87.66085538,"(41.984109031, -87.660855375)",2022
13249564,JG470900,10/19/2023 8:00:00 PM,056XX W DIVERSEY AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,2514,25,30,19,7,1138116,1918047,2023,10/27/2023 3:41:33 PM,41.93125619,-87.76786901,"(41.931256186, -87.767869007)",2023
12602861,JF125639,01/27/2022 12:00:00 AM,013XX E 87TH ST,560,ASSAULT,SIMPLE,TAVERN / LIQUOR STORE,FALSE,FALSE,412,4,8,48,08A,1186427,1847559,2022,01/03/2023 3:40:27 PM,41.73682148,-87.59257033,"(41.736821484, -87.592570331)",2022
13511447,JH325495,06/28/2024 8:01:00 PM,021XX E 72ND PL,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,FALSE,TRUE,333,3,5,43,26,1191592,1857310,2024,05/17/2025 3:40:52 PM,41.76345552,-87.57333215,"(41.763455518, -87.573332145)",2024
13537712,JH357023,07/20/2024 9:00:00 AM,049XX W NORTH AVE,810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,2533,25,37,25,6,1143333,1910186,2024,05/17/2025 3:40:52 PM,41.90958877,-87.74889413,"(41.909588772, -87.748894125)",2024
13702870,JH555706,12/26/2024 11:25:00 AM,065XX S OAKLEY AVE,430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE,FALSE,TRUE,832,8,16,66,04B,1162198,1861246,2024,05/17/2025 3:40:52 PM,41.77491861,-87.6809576,"(41.774918613, -87.680957595)",2024
12407704,JE282302,06/28/2021 11:30:00 AM,062XX S DR MARTIN LUTHER KING JR DR,460,BATTERY,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,313,3,20,42,08B,1179994,1863651,2021,07/05/2021 3:41:10 PM,41.7811292,-87.61564675,"(41.7811292, -87.615646752)",2021
12635706,JF166131,02/23/2022 8:00:00 AM,024XX W HADDON AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER (SPECIFY),FALSE,FALSE,1212,12,1,24,11,1159937,1907568,2022,01/03/2023 3:40:27 PM,41.90207812,-87.68797026,"(41.902078122, -87.687970256)",2022
13223460,JG439509,09/25/2023 9:00:00 PM,033XX N HALSTED ST,610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,FALSE,FALSE,1925,19,44,6,5,1170334,1922348,2023,10/03/2023 3:42:23 PM,41.9424142,-87.64934778,"(41.942414199, -87.649347777)",2023
13137099,JG336850,07/04/2023 3:30:00 AM,003XX E BENTON PL,620,BURGLARY,UNLAWFUL ENTRY,MEDICAL / DENTAL OFFICE,FALSE,FALSE,114,1,42,32,5,1178860,1901675,2023,08/19/2023 3:40:26 PM,41.88549579,-87.61864438,"(41.885495793, -87.618644375)",2023
13249485,JG469731,10/18/2023 10:30:00 PM,009XX N ORLEANS ST,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,1823,18,27,8,5,1173747,1906631,2023,10/26/2023 3:43:24 PM,41.89921066,-87.63727245,"(41.899210655, -87.637272446)",2023
12754809,JF309795,07/07/2022 9:00:00 PM,0000X E WASHINGTON ST,420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,SIDEWALK,FALSE,FALSE,111,1,42,32,04B,1176748,1900829,2022,01/03/2023 3:40:27 PM,41.88322233,-87.62642554,"(41.883222328, -87.626425537)",2022
13154630,JG357627,07/26/2023 1:30:00 PM,003XX S SPRINGFIELD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1132,11,28,26,08B,1150441,1898261,2023,08/19/2023 3:40:26 PM,41.87672947,-87.72309372,"(41.876729467, -87.723093719)",2023
12736561,JF287723,06/20/2022 7:07:00 PM,005XX N ALBANY AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,TRUE,TRUE,1221,12,27,23,04A,1155615,1903502,2022,01/03/2023 3:40:27 PM,41.89100877,-87.70395518,"(41.891008767, -87.703955178)",2022
14021690,JJ480449,11/07/2025 4:51:00 AM,002XX N LA CROSSE AVE,560,ASSAULT,SIMPLE,STREET,FALSE,TRUE,1532,15,28,25,08A,1144003,1901147,2025,03/14/2026 3:41:39 PM,41.88477218,-87.74665987,"(41.884772177, -87.746659866)",2025
13207336,JG420472,09/11/2023 5:30:00 PM,050XX S MICHIGAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,GOVERNMENT BUILDING / PROPERTY,FALSE,FALSE,224,2,3,38,14,1178008,1871738,2023,09/19/2023 3:42:46 PM,41.80336596,-87.62268271,"(41.803365964, -87.622682706)",2023
12347681,JE208258,04/23/2021 8:40:00 PM,079XX S EVANS AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,APARTMENT,TRUE,FALSE,624,6,6,44,15,1182602,1852541,2021,04/30/2021 3:40:23 PM,41.75058213,-87.60642959,"(41.750582129, -87.606429594)",2021
13624119,JH460335,09/17/2024 4:18:00 PM,102XX W ZEMKE RD,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE, MOTOR VEHICLE",AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,FALSE,FALSE,1654,16,41,76,11,1106955,1941060,2024,05/17/2025 3:40:52 PM,41.99491395,-87.88193767,"(41.994913946, -87.881937669)",2024
12710513,JF255991,05/26/2022 7:30:00 AM,086XX S SACRAMENTO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE - GARAGE,FALSE,TRUE,835,8,18,70,14,1157884,1847350,2022,01/03/2023 3:40:27 PM,41.73687454,-87.69714891,"(41.736874539, -87.697148912)",2022
12607420,JF131309,02/01/2022 12:30:00 PM,114XX S LOWE AVE,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,2233,22,34,49,6,1174023,1829086,2022,01/03/2023 3:40:27 PM,41.6864129,-87.63856053,"(41.686412897, -87.638560525)",2022
26710,JF208289,04/14/2022 11:24:00 PM,022XX N KILPATRICK AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,2522,25,26,19,01A,1144694,1914387,2022,11/20/2024 3:41:17 PM,41.92109119,-87.74378825,"(41.921091194, -87.743788252)",2022
13661659,JH505464,11/12/2024 6:02:00 PM,001XX S CLARK ST,1330,CRIMINAL TRESPASS,TO LAND,OTHER (SPECIFY),TRUE,FALSE,112,1,34,32,26,1175558,1899605,2024,05/17/2025 3:40:52 PM,41.87989042,-87.63083203,"(41.879890416, -87.630832031)",2024
14067668,JJ536871,12/28/2025 5:58:00 AM,040XX N LECLAIRE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,TRUE,FALSE,1624,16,38,15,15,1141644,1926281,2025,03/14/2026 3:41:39 PM,41.95378649,-87.75469983,"(41.953786489, -87.754699827)",2025
13910720,JJ346224,07/23/2025 6:45:00 PM,043XX W JACKSON BLVD,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,1115,11,28,26,08A,1147569,1898335,2025,03/14/2026 3:41:39 PM,41.87698808,-87.73363701,"(41.876988081, -87.733637005)",2025
13554830,JH377296,08/06/2024 10:25:00 AM,054XX W ADAMS ST,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,TRUE,FALSE,1522,15,29,25,18,1140204,1898799,2024,05/17/2025 3:40:52 PM,41.87839939,-87.76066809,"(41.878399386, -87.760668085)",2024
13084456,JG274259,05/21/2023 7:00:00 AM,035XX S MAPLEWOOD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,FALSE,FALSE,911,9,12,58,11,1159935,1881198,2023,08/19/2023 3:40:26 PM,41.82971629,-87.68870494,"(41.829716288, -87.688704935)",2023
12969869,JG135941,11/09/2022 6:10:00 PM,075XX S STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,GAS STATION,FALSE,FALSE,623,6,6,69,11,,,2022,02/02/2023 3:43:06 PM,,,,2022
14024267,JJ483599,11/09/2025 8:19:00 PM,027XX E 81ST ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,TRUE,FALSE,422,4,7,46,15,1195828,1851791,2025,03/14/2026 3:41:39 PM,41.74820723,-87.55798897,"(41.748207225, -87.55798897)",2025
13176050,JG382986,08/13/2023 5:00:00 PM,003XX W 106TH PL,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,512,5,21,49,7,1175943,1834303,2023,08/20/2023 3:42:01 PM,41.70068642,-87.63137613,"(41.700686415, -87.631376129)",2023
13921546,JJ359397,08/02/2025 5:20:00 PM,076XX S CICERO AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,833,8,18,65,6,1145727,1853720,2025,03/14/2026 3:41:39 PM,41.75459296,-87.74152854,"(41.754592961, -87.741528537)",2025
13316199,JG550290,12/21/2023 6:05:00 PM,120XX S YALE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,FALSE,FALSE,523,5,9,53,11,1176776,1825173,2023,12/21/2024 3:40:46 PM,41.67561366,-87.62859949,"(41.675613656, -87.628599491)",2023
13764644,JJ168503,03/03/2025 8:35:00 PM,033XX N LAKE SHORE DR,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,1925,19,44,6,08B,1172841,1922458,2025,11/02/2025 3:41:09 PM,41.94266078,-87.64013022,"(41.94266078, -87.64013022)",2025
13629601,JH463060,10/09/2024 11:00:00 PM,015XX E 70TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,332,3,5,43,14,1187775,1858885,2024,05/17/2025 3:40:52 PM,41.76786915,-87.58727193,"(41.767869148, -87.587271934)",2024
13705335,JH558787,12/29/2024 6:40:00 AM,038XX W HIRSCH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,2535,25,36,23,08B,1150324,1909039,2024,11/02/2025 3:41:09 PM,41.90630771,-87.72324193,"(41.906307707, -87.723241931)",2024
